曲名,難易度,STDORDX,譜面定数,レベル,画像ファイル名
"おちゃめ機能",ADVANCED,STD,8.1,8,おちゃめ機能.png
"木彫り鯰と右肩ゾンビ",ADVANCED,STD,8.1,8,木彫り鯰と右肩ゾンビ.png
"幻想のサテライト",ADVANCED,STD,8.1,8,幻想のサテライト.png
"もうみんなしねばいいのに",ADVANCED,STD,8.1,8,もうみんなしねばいいのに.png
"GOODMEN",ADVANCED,STD,8.1,8,GOODMEN.png
"Save This World νMIX",ADVANCED,STD,8.1,8,Save This World νMIX.png
"Living Universe",ADVANCED,STD,8.1,8,Living Universe.png
"空威張りビヘイビア",ADVANCED,STD,8.1,8,空威張りビヘイビア.png
"泣き虫O'clock",ADVANCED,STD,8.1,8,泣き虫O'clock.png
"Streak",ADVANCED,STD,8.1,8,Streak.png
"Turn around",ADVANCED,STD,8.1,8,Turn around.png
"D✪N’T ST✪P R✪CKIN’",ADVANCED,STD,8.1,8,D✪N’T ST✪P R✪CKIN’.png
"STARTLINER",EXP,DX,9.1,9,STARTLINER.png
"We Gonna Journey",ADVANCED,STD,8.1,8,We Gonna Journey.png
"なだめスかし Negotiation（TVsize）",EXP,DX,8.2,8,なだめスかし Negotiation（TVsize）.png
"NIGHT OF FIRE",ADVANCED,STD,8.2,8,NIGHT OF FIRE.png
"ヒバナ",ADVANCED,STD,8.2,8,ヒバナ.png
"回る空うさぎ",EXP,DX,8.2,8,回る空うさぎ.png
"いーあるふぁんくらぶ",EXP,DX,8.2,8,いーあるふぁんくらぶ.png
"ゴーゴー幽霊船",ADVANCED,STD,8.2,8,ゴーゴー幽霊船.png
"千本桜",ADVANCED,STD,8.2,8,千本桜.png
"厨病激発ボーイ",ADVANCED,STD,8.2,8,厨病激発ボーイ.png
"白ゆき",ADVANCED,STD,8.2,8,白ゆき.png
"裏表ラバーズ",ADVANCED,STD,8.2,8,裏表ラバーズ.png
"約束",EXP,DX,8.2,8,約束.png
"リンカーネイション",ADVANCED,STD,8.2,8,リンカーネイション.png
"ダンシング☆サムライ",ADVANCED,STD,8.2,8,ダンシング☆サムライ.png
"Link",ADVANCED,STD,8.2,8,Link.png
"電話革命ナイセン",EXP,DX,8.2,8,電話革命ナイセン.png
"最速最高シャッターガール",ADVANCED,STD,8.2,8,最速最高シャッターガール.png
"Phantasm Brigade",ADVANCED,STD,8.2,8,Phantasm Brigade.png
"taboo tears you up",ADVANCED,STD,8.2,8,taboo tears you up.png
"INFINITE WORLD",ADVANCED,STD,8.2,8,INFINITE WORLD.png
"少女幻葬戦慄曲 ～ Necro Fantasia",ADVANCED,STD,8.2,8,少女幻葬戦慄曲 ～ Necro Fantasia.png
"MORNINGLOOM",ADVANCED,DX,8.2,8,MORNINGLOOM.png
"天使光輪",ADVANCED,DX,8.2,8,天使光輪.png
"Entrance",ADVANCED,DX,8.2,8,Entrance.png
"れっつ！みらくる☆はーどこあっ！",ADVANCED,DX,8.2,8,れっつ！みらくる☆はーどこあっ！.png
"Sound Chimera",ADVANCED,DX,8.2,8,Sound Chimera.png
"ヒミツCULT",ADVANCED,DX,8.2,8,ヒミツCULT.png
"BLUE ZONE",ADVANCED,DX,8.2,8,BLUE ZONE.png
"Upshift",ADVANCED,DX,8.2,8,Upshift.png
"CO5M1C R4ILR0AD",ADVANCED,DX,8.2,8,CO5M1C R4ILR0AD.png
"conflict",ADVANCED,DX,8.2,8,conflict.png
"Sky High [Reborn]",ADVANCED,STD,8.2,8,Sky High [Reborn].png
"にゃーにゃー冒険譚",ADVANCED,DX,8.2,8,にゃーにゃー冒険譚.png
"184億回のマルチトニック",ADVANCED,DX,8.2,8,184億回のマルチトニック.png
"群青シグナル",ADVANCED,DX,8.2,8,群青シグナル.png
"とびだせ！TO THE COSMIC!!",ADVANCED,DX,8.2,8,とびだせ！TO THE COSMIC!!.png
"Lionheart",ADVANCED,STD,8.2,8,Lionheart.png
"L'épilogue",ADVANCED,STD,8.2,8,L'épilogue.png
"Night Fly",ADVANCED,STD,8.2,8,Night Fly.png
"ENJOY POLIS",ADVANCED,STD,8.2,8,ENJOY POLIS.png
"connecting with you",ADVANCED,STD,8.2,8,connecting with you.png
"ぴぴぱぷぅ！",ADVANCED,STD,8.2,8,ぴぴぱぷぅ！.png
"モ°ルモ°ル",ADVANCED,DX,8.2,8,モ°ルモ°ル.png
"POWER OF UNITY",ADVANCED,DX,8.2,8,POWER OF UNITY.png
"VeRForTe αRtE:VEiN",ADVANCED,DX,8.2,8,VeRForTe αRtE:VEiN.png
"VIIIbit Explorer",ADVANCED,STD,8.2,8,VIIIbit Explorer.png
"Sage",ADVANCED,DX,8.2,8,Sage.png
"GIGANTØMAKHIA",ADVANCED,DX,8.2,8,GIGANTØMAKHIA.png
"Technicians High",ADVANCED,DX,8.2,8,Technicians High.png
"Round Round Spinning Around",ADVANCED,DX,8.2,8,Round Round Spinning Around.png
"Black Out",ADVANCED,STD,8.2,8,Black Out.png
"R'N'R Monsta",ADVANCED,DX,8.2,8,R'N'R Monsta.png
"MarbleBlue.",ADVANCED,DX,8.2,8,MarbleBlue..png
"Ai C",ADVANCED,DX,8.2,8,Ai C.png
"あねぺったん",ADVANCED,STD,8.2,8,あねぺったん.png
"Elemental Ethnic",ADVANCED,DX,8.2,8,Elemental Ethnic.png
"宿星審判",ADVANCED,DX,8.2,8,宿星審判.png
"ウッーウッーウマウマ(ﾟ∀ﾟ)",ADVANCED,STD,8.3,8,ウッーウッーウマウマ(ﾟ∀ﾟ).png
"WORLD'S END UMBRELLA",ADVANCED,STD,8.3,8,WORLD'S END UMBRELLA.png
"だんだん早くなる",ADVANCED,STD,8.3,8,だんだん早くなる.png
"アンハッピーリフレイン",ADVANCED,STD,8.3,8,アンハッピーリフレイン.png
"すーぱーぬこになりたい",ADVANCED,STD,8.3,8,すーぱーぬこになりたい.png
"+♂",ADVANCED,STD,8.3,8,+♂.png
"このピアノでお前を8759632145回ぶん殴る",ADVANCED,STD,8.3,8,このピアノでお前を8759632145回ぶん殴る.png
"リリリリ★バーニングナイト",ADVANCED,STD,8.3,8,リリリリ★バーニングナイト.png
"ナイトメア☆パーティーナイト",ADVANCED,STD,8.3,8,ナイトメア☆パーティーナイト.png
"ゆっくりしていってね！！！",ADVANCED,STD,8.3,8,ゆっくりしていってね！！！.png
"最終鬼畜妹・一部声",ADVANCED,STD,8.3,8,最終鬼畜妹・一部声.png
"クレイジークレイジーダンサーズ",ADVANCED,STD,8.3,8,クレイジークレイジーダンサーズ.png
"【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】",ADVANCED,STD,8.3,8,【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】.png
"Club Ibuki in Break All",ADVANCED,STD,8.3,8,Club Ibuki in Break All.png
"東方妖々夢 ～the maximum moving about～",ADVANCED,STD,8.3,8,東方妖々夢 ～the maximum moving about～.png
"""Endless, Sleepless Night""",ADVANCED,STD,8.3,8,"Endless, Sleepless Night.png"
"ネクロファンタジア～Arr.Demetori",ADVANCED,STD,8.3,8,ネクロファンタジア～Arr.Demetori.png
"FLOWER",ADVANCED,STD,8.3,8,FLOWER.png
"Ignis Danse",ADVANCED,STD,8.3,8,Ignis Danse.png
"KISS CANDY FLAVOR",ADVANCED,STD,8.3,8,KISS CANDY FLAVOR.png
"Sakura Fubuki",ADVANCED,STD,8.3,8,Sakura Fubuki.png
"L9",ADVANCED,STD,8.3,8,L9.png
"Windy Hill -Zone 1",ADVANCED,STD,8.3,8,Windy Hill -Zone 1.png
"Magical Flavor",ADVANCED,STD,8.3,8,Magical Flavor.png
"Limit Break",ADVANCED,STD,8.3,8,Limit Break.png
"スリップフリップ",ADVANCED,STD,8.3,8,スリップフリップ.png
"BETTER CHOICE",ADVANCED,STD,8.3,8,BETTER CHOICE.png
"ハート・ビート",ADVANCED,STD,8.3,8,ハート・ビート.png
"My Dearest Song",ADVANCED,STD,8.3,8,My Dearest Song.png
"初音天地開闢神話",ADVANCED,DX,8.4,8,初音天地開闢神話.png
"ワールズエンド・ダンスホール",ADVANCED,STD,8.4,8,ワールズエンド・ダンスホール.png
"放課後ストライド",ADVANCED,STD,8.4,8,放課後ストライド.png
"天ノ弱",ADVANCED,STD,8.4,8,天ノ弱.png
"DRAGONLADY",ADVANCED,STD,8.4,8,DRAGONLADY.png
"Burning Hearts ～炎のANGEL～",ADVANCED,STD,8.4,8,Burning Hearts ～炎のANGEL～.png
"Brand-new Japanesque",ADVANCED,STD,8.4,8,Brand-new Japanesque.png
"Spin me harder",ADVANCED,STD,8.4,8,Spin me harder.png
"虹と太陽",ADVANCED,STD,8.4,8,虹と太陽.png
"oboro",ADVANCED,STD,8.4,8,oboro.png
"Nerverakes",ADVANCED,STD,8.4,8,Nerverakes.png
"Desperado Waltz",ADVANCED,DX,8.4,8,Desperado Waltz.png
"DETARAME ROCK&ROLL THEORY",ADVANCED,STD,8.4,8,DETARAME ROCK&ROLL THEORY.png
"踊",EXP,DX,8.5,8,踊.png
"アノーイング！さんさんウィーク！",EXP,DX,8.5,8,アノーイング！さんさんウィーク！.png
"ハム太郎とっとこうた",EXP,DX,8.5,8,ハム太郎とっとこうた.png
"ラブって♡ジュエリー♪えんじぇる☆ブレイク！！",ADVANCED,STD,8.5,8,ラブって♡ジュエリー♪えんじぇる☆ブレイク！！.png
"ゴーストルール",ADVANCED,STD,8.5,8,ゴーストルール.png
"酔いどれ知らず",EXP,DX,8.5,8,酔いどれ知らず.png
"デッドマンズバラッド",ADVANCED,DX,8.5,8,デッドマンズバラッド.png
"終点",ADVANCED,STD,8.5,8,終点.png
"独りんぼエンヴィー",EXP,DX,8.5,8,独りんぼエンヴィー.png
"絶え間なく藍色",EXP,DX,8.5,8,絶え間なく藍色.png
"拝啓ドッペルゲンガー",ADVANCED,STD,8.5,8,拝啓ドッペルゲンガー.png
"Sweetiex2",EXP,STD,8.5,8,Sweetiex2.png
"吉原ラメント",ADVANCED,STD,8.5,8,吉原ラメント.png
"Armageddon",ADVANCED,DX,8.5,8,Armageddon.png
"Calamity Fortune",ADVANCED,DX,8.5,8,Calamity Fortune.png
"儚きもの人間",ADVANCED,STD,8.5,8,儚きもの人間.png
"進め！イッスン軍団 -Rebellion of the Dwarfs-",ADVANCED,STD,8.5,8,進め！イッスン軍団 -Rebellion of the Dwarfs-.png
"Chronomia",ADVANCED,DX,8.5,8,Chronomia.png
"Aegleseeker",ADVANCED,DX,8.5,8,Aegleseeker.png
"田中",ADVANCED,DX,8.5,8,田中.png
"プナイプナイせんそう",ADVANCED,DX,8.5,8,プナイプナイせんそう.png
"Knight Rider",ADVANCED,DX,8.5,8,Knight Rider.png
"BULK UP (GAME EXCLUSIVE EDIT)",ADVANCED,DX,8.5,8,BULK UP (GAME EXCLUSIVE EDIT).png
"ミラクルポップ☆アドベンチャー!!!!!",ADVANCED,DX,8.5,8,ミラクルポップ☆アドベンチャー!!!!!.png
"BATTLE NO.1",ADVANCED,DX,8.5,8,BATTLE NO.1.png
"Halcyon",ADVANCED,DX,8.5,8,Halcyon.png
"Altale",ADVANCED,STD,8.5,8,Altale.png
"Love's Theme of BADASS ～バッド・アス 愛のテーマ～",ADVANCED,DX,8.5,8,Love's Theme of BADASS ～バッド・アス 愛のテーマ～.png
"スーパーシンメトリー",ADVANCED,DX,8.5,8,スーパーシンメトリー.png
"GO BACK 2 YOUR RAVE",ADVANCED,STD,8.5,8,GO BACK 2 YOUR RAVE.png
"awake",ADVANCED,STD,8.5,8,awake.png
"源平大戦絵巻テーマソング",ADVANCED,STD,8.5,8,源平大戦絵巻テーマソング.png
"Fist Bump",ADVANCED,STD,8.5,8,Fist Bump.png
"有明/Ariake",ADVANCED,DX,8.5,8,有明/Ariake.png
"分からない",ADVANCED,STD,8.5,8,分からない.png
"Fraq",ADVANCED,DX,8.5,8,Fraq.png
"Rainbow Rush Story",ADVANCED,DX,8.5,8,Rainbow Rush Story.png
"夢花火",ADVANCED,STD,8.5,8,夢花火.png
"SPILL OVER COLORS",ADVANCED,STD,8.5,8,SPILL OVER COLORS.png
"JUMPIN' JUMPIN'",ADVANCED,STD,8.5,8,JUMPIN' JUMPIN'.png
"TEmPTaTiON",ADVANCED,DX,8.5,8,TEmPTaTiON.png
"RondeauX of RagnaroQ",ADVANCED,DX,8.5,8,RondeauX of RagnaroQ.png
"Straight into the lights",ADVANCED,DX,8.5,8,Straight into the lights.png
"Latent Kingdom",ADVANCED,DX,8.5,8,Latent Kingdom.png
"Mutation",ADVANCED,DX,8.5,8,Mutation.png
"渦状銀河のシンフォニエッタ",ADVANCED,DX,8.5,8,渦状銀河のシンフォニエッタ.png
"VIIIbit Explorer",ADVANCED,DX,8.5,8,VIIIbit Explorer.png
"Cryptarithm",ADVANCED,DX,8.5,8,Cryptarithm.png
"BREaK! BREaK! BREaK!",ADVANCED,DX,8.5,8,BREaK! BREaK! BREaK!.png
"Raven Emperor",ADVANCED,DX,8.5,8,Raven Emperor.png
"BLACK SWAN",ADVANCED,DX,8.5,8,BLACK SWAN.png
"NAGAREBOSHI☆ROCKET",ADVANCED,DX,8.5,8,NAGAREBOSHI☆ROCKET.png
"蒼穹舞楽",ADVANCED,DX,8.5,8,蒼穹舞楽.png
"Xenovcipher",ADVANCED,DX,8.5,8,Xenovcipher.png
"ほしぞらスペクタクル",ADVANCED,DX,8.5,8,ほしぞらスペクタクル.png
"Regulus",ADVANCED,DX,8.5,8,Regulus.png
"UniTas",ADVANCED,DX,8.5,8,UniTas.png
"アポカリプスに反逆の焔を焚べろ",ADVANCED,DX,8.5,8,アポカリプスに反逆の焔を焚べろ.png
"Nitrous Fury",ADVANCED,STD,8.5,8,Nitrous Fury.png
"魔ジョ狩リ",ADVANCED,DX,8.5,8,魔ジョ狩リ.png
"sølips",ADVANCED,DX,8.5,8,sølips.png
"FLUFFY FLASH",ADVANCED,DX,8.5,8,FLUFFY FLASH.png
"LiftOff",ADVANCED,DX,8.5,8,LiftOff.png
"Bang Babang Bang!!!",ADVANCED,STD,8.5,8,Bang Babang Bang!!!.png
"猫祭り",ADVANCED,STD,8.5,8,猫祭り.png
"folern",ADVANCED,DX,8.5,8,folern.png
"8-EM",ADVANCED,DX,8.5,8,8-EM.png
"Climax",ADVANCED,DX,8.5,8,Climax.png
"CHOCOLATE BOMB!!!!",ADVANCED,DX,8.5,8,CHOCOLATE BOMB!!!!.png
"39",ADVANCED,STD,8.6,8+,39.png
"いーあるふぁんくらぶ",EXP,STD,8.6,8+,いーあるふぁんくらぶ.png
"マトリョシカ",ADVANCED,STD,8.6,8+,マトリョシカ.png
"夜咄ディセイブ",ADVANCED,STD,8.6,8+,夜咄ディセイブ.png
"敗北の少年",ADVANCED,STD,8.6,8+,敗北の少年.png
"人生リセットボタン",ADVANCED,STD,8.6,8+,人生リセットボタン.png
"金の聖夜霜雪に朽ちて",ADVANCED,STD,8.6,8+,金の聖夜霜雪に朽ちて.png
"BAD∞END∞NIGHT",ADVANCED,STD,8.6,8+,BAD∞END∞NIGHT.png
"ロミオとシンデレラ",ADVANCED,STD,8.6,8+,ロミオとシンデレラ.png
"デッドレッドガールズ",ADVANCED,STD,8.6,8+,デッドレッドガールズ.png
"疾走あんさんぶる",ADVANCED,STD,8.6,8+,疾走あんさんぶる.png
"サドマミホリック",ADVANCED,STD,8.6,8+,サドマミホリック.png
"隠然",ADVANCED,STD,8.6,8+,隠然.png
"Scream out! -maimai SONIC WASHER Edit- -maimai SONIC WASHER Edit-",ADVANCED,STD,8.6,8+,Scream out! -maimai SONIC WASHER Edit- -maimai SONIC WASHER Edit-.png
"進捗どうですか？",ADVANCED,STD,8.6,8+,進捗どうですか？.png
"Doll Judgment",ADVANCED,STD,8.6,8+,Doll Judgment.png
"Imperishable Night 2006 (2016 Refine)",ADVANCED,STD,8.6,8+,Imperishable Night 2006 (2016 Refine).png
"FUJIN Rumble",ADVANCED,STD,8.6,8+,FUJIN Rumble.png
"きたさいたま2000",ADVANCED,STD,8.6,8+,きたさいたま2000.png
"ULTRA B+K",ADVANCED,STD,8.6,8+,ULTRA B+K.png
"After Burner",ADVANCED,STD,8.6,8+,After Burner.png
"コトバ・カラフル",EXP,STD,8.6,8+,コトバ・カラフル.png
"采配の刻 Power of order",ADVANCED,STD,8.6,8+,采配の刻 Power of order.png
"Outlaw's Lullaby",ADVANCED,STD,8.6,8+,Outlaw's Lullaby.png
"Reach For The Stars",ADVANCED,STD,8.6,8+,Reach For The Stars.png
"相思創愛",ADVANCED,STD,8.6,8+,相思創愛.png
"みんなのマイマイマー",ADVANCED,STD,8.6,8+,みんなのマイマイマー.png
"FEEL the BEATS",ADVANCED,STD,8.6,8+,FEEL the BEATS.png
"いっしそう電☆舞舞神拳！",ADVANCED,STD,8.6,8+,いっしそう電☆舞舞神拳！.png
"Monochrome Rainbow",ADVANCED,STD,8.6,8+,Monochrome Rainbow.png
"Kinda Way",ADVANCED,STD,8.6,8+,Kinda Way.png
"曖昧mind",ADVANCED,STD,8.6,8+,曖昧mind.png
"Believe the Rainbow",ADVANCED,STD,8.6,8+,Believe the Rainbow.png
"BaBan!! －甘い罠－",ADVANCED,STD,8.6,8+,BaBan!! －甘い罠－.png
"デスパレイト",ADVANCED,STD,8.6,8+,デスパレイト.png
"Oshama Scramble!",ADVANCED,STD,8.6,8+,Oshama Scramble!.png
"Ultranova",ADVANCED,STD,8.6,8+,Ultranova.png
"Axeria",ADVANCED,STD,8.6,8+,Axeria.png
"We Gonna Party",ADVANCED,STD,8.6,8+,We Gonna Party.png
"MYTHOS",ADVANCED,STD,8.6,8+,MYTHOS.png
"四月の雨",ADVANCED,STD,8.6,8+,四月の雨.png
"keep hopping",ADVANCED,STD,8.6,8+,keep hopping.png
"Signature",ADVANCED,STD,8.6,8+,Signature.png
"Dragoon",ADVANCED,STD,8.6,8+,Dragoon.png
"Death Scythe",ADVANCED,STD,8.6,8+,Death Scythe.png
"Sprintrances",ADVANCED,STD,8.6,8+,Sprintrances.png
"air's gravity",ADVANCED,STD,8.6,8+,air's gravity.png
"無敵We are one!!",ADVANCED,STD,8.6,8+,無敵We are one!!.png
"SPICY SWINGY STYLE",ADVANCED,STD,8.6,8+,SPICY SWINGY STYLE.png
"Infantoon Fantasy",ADVANCED,STD,8.6,8+,Infantoon Fantasy.png
"幾四音-Ixion-",ADVANCED,STD,8.6,8+,幾四音-Ixion-.png
"My First Phone",ADVANCED,STD,8.6,8+,My First Phone.png
"だから僕は音楽を辞めた",EXP,DX,8.7,8+,だから僕は音楽を辞めた.png
"はんぶんこ",EXP,DX,8.7,8+,はんぶんこ.png
"Virtual to LIVE",EXP,DX,8.7,8+,Virtual to LIVE.png
"Blank Paper (Prod. TEMPLIME)",EXP,DX,8.7,8+,Blank Paper (Prod. TEMPLIME).png
"セカイはまだ始まってすらいない",EXP,DX,8.7,8+,セカイはまだ始まってすらいない.png
"神っぽいな",EXP,DX,8.7,8+,神っぽいな.png
"頓珍漢の宴",ADVANCED,STD,8.7,8+,頓珍漢の宴.png
"幽霊東京",EXP,DX,8.7,8+,幽霊東京.png
"明星ギャラクティカ",EXP,DX,8.7,8+,明星ギャラクティカ.png
"メルティランドナイトメア",EXP,DX,8.7,8+,メルティランドナイトメア.png
"神威",ADVANCED,DX,8.7,8+,神威.png
"Abstruse Dilemma",ADVANCED,DX,8.7,8+,Abstruse Dilemma.png
"最強STRONGER",ADVANCED,DX,8.7,8+,最強STRONGER.png
"竹",ADVANCED,DX,8.7,8+,竹.png
"MEGATON KICK",ADVANCED,DX,8.7,8+,MEGATON KICK.png
"Rush-Hour",ADVANCED,DX,8.7,8+,Rush-Hour.png
"エナドリおいしいソング",ADVANCED,DX,8.7,8+,エナドリおいしいソング.png
"Brain Power",ADVANCED,STD,8.7,8+,Brain Power.png
"YA･DA･YO [Reborn]",ADVANCED,STD,8.7,8+,YA･DA･YO [Reborn].png
"超絶！Superlative",ADVANCED,STD,8.7,8+,超絶！Superlative.png
"Catch The Future",ADVANCED,STD,8.7,8+,Catch The Future.png
"マリアをはげませ",EXP,STD,8.7,8+,マリアをはげませ.png
"チエルカ／エソテリカ",ADVANCED,DX,8.7,8+,チエルカ／エソテリカ.png
"QuiQ",ADVANCED,DX,8.7,8+,QuiQ.png
"TwisteD! XD",ADVANCED,DX,8.7,8+,TwisteD! XD.png
"Oshama Scramble!",ADVANCED,DX,8.7,8+,Oshama Scramble!.png
"raputa",ADVANCED,DX,8.7,8+,raputa.png
"KHYMΞXΛ",ADVANCED,DX,8.7,8+,KHYMΞXΛ.png
"康莊大道",ADVANCED,DX,8.7,8+,康莊大道.png
"""411Ψ892""",ADVANCED,DX,8.7,8+,"411Ψ892".png"
"白花の天使",ADVANCED,DX,8.7,8+,白花の天使.png
"LANCE",ADVANCED,STD,8.7,8+,LANCE.png
"Acceleration",ADVANCED,STD,8.7,8+,Acceleration.png
"Zitronectar",ADVANCED,DX,8.7,8+,Zitronectar.png
"SUPER AMBULANCE",ADVANCED,DX,8.7,8+,SUPER AMBULANCE.png
"ドキドキDREAM!!!",ADVANCED,STD,8.7,8+,ドキドキDREAM!!!.png
"おジャ魔女カーニバル!!",EXP,DX,8.8,8+,おジャ魔女カーニバル!!.png
"ウマイネームイズうまみちゃん",EXP,DX,8.8,8+,ウマイネームイズうまみちゃん.png
"ネガティブ進化論",EXP,DX,8.8,8+,ネガティブ進化論.png
"乙女解剖",EXP,DX,8.8,8+,乙女解剖.png
"初音ミクの激唱",ADVANCED,STD,8.8,8+,初音ミクの激唱.png
"初音ミクの消失",ADVANCED,STD,8.8,8+,初音ミクの消失.png
"キャットラビング",EXP,DX,8.8,8+,キャットラビング.png
"ロウワー",EXP,DX,8.8,8+,ロウワー.png
"花となれ",EXP,DX,8.8,8+,花となれ.png
"quiet room",EXP,DX,8.8,8+,quiet room.png
"on the rocks",EXP,DX,8.8,8+,on the rocks.png
"再会",EXP,DX,8.8,8+,再会.png
"とりあえずアナタがいなくなるまえに",EXP,DX,8.8,8+,とりあえずアナタがいなくなるまえに.png
"メルト",EXP,DX,8.8,8+,メルト.png
"メグメグ☆ファイアーエンドレスナイト",EXP,STD,8.8,8+,メグメグ☆ファイアーエンドレスナイト.png
"シアワセうさぎ",EXP,STD,8.8,8+,シアワセうさぎ.png
"今、誰が為のかがり火へ",EXP,DX,8.8,8+,今、誰が為のかがり火へ.png
"Synthesis.",ADVANCED,DX,8.8,8+,Synthesis..png
"QUATTUORUX",ADVANCED,DX,8.8,8+,QUATTUORUX.png
"ozma",ADVANCED,DX,8.8,8+,ozma.png
"Got more raves？",ADVANCED,STD,8.8,8+,Got more raves？.png
"Cthugha",ADVANCED,DX,8.8,8+,Cthugha.png
"Big Daddy",ADVANCED,DX,8.8,8+,Big Daddy.png
"Mjölnir",ADVANCED,DX,8.8,8+,Mjölnir.png
"Halcyon",ADVANCED,STD,8.8,8+,Halcyon.png
"Dreadnought",ADVANCED,DX,8.8,8+,Dreadnought.png
"B.M.S.",ADVANCED,STD,8.8,8+,B.M.S..png
"B.B.K.K.B.K.K.",ADVANCED,STD,8.8,8+,B.B.K.K.B.K.K..png
"魔法少女になるしかねぇ",ADVANCED,STD,8.8,8+,魔法少女になるしかねぇ.png
"METATRON",ADVANCED,STD,8.8,8+,METATRON.png
"星空パーティーチューン",ADVANCED,DX,8.8,8+,星空パーティーチューン.png
"KING is BACK!!",ADVANCED,STD,8.8,8+,KING is BACK!!.png
"FEEL ALIVE",ADVANCED,STD,8.8,8+,FEEL ALIVE.png
"花と、雪と、ドラムンベース。",ADVANCED,STD,8.8,8+,花と、雪と、ドラムンベース。.png
"Heartbeats",ADVANCED,STD,8.8,8+,Heartbeats.png
"ネコ日和。",EXP,STD,8.8,8+,ネコ日和。.png
"封焔の135秒",ADVANCED,DX,8.8,8+,封焔の135秒.png
"SILENT BLUE",ADVANCED,STD,8.8,8+,SILENT BLUE.png
"WiPE OUT MEMORIES",ADVANCED,DX,8.8,8+,WiPE OUT MEMORIES.png
"Bloody Trail",ADVANCED,DX,8.8,8+,Bloody Trail.png
"ガラテアの螺旋",ADVANCED,STD,8.8,8+,ガラテアの螺旋.png
"7thSense",ADVANCED,STD,8.8,8+,7thSense.png
"Trick tear",ADVANCED,DX,8.8,8+,Trick tear.png
"STEEL TRANSONIC",ADVANCED,DX,8.8,8+,STEEL TRANSONIC.png
"AMABIE",ADVANCED,DX,8.8,8+,AMABIE.png
"Aiolos",ADVANCED,STD,8.8,8+,Aiolos.png
"ARAIS",ADVANCED,DX,8.8,8+,ARAIS.png
"Life Feels Good",ADVANCED,STD,8.8,8+,Life Feels Good.png
"Jumble Rumble",ADVANCED,STD,8.8,8+,Jumble Rumble.png
"Beat of getting entangled",ADVANCED,STD,8.8,8+,Beat of getting entangled.png
"Revive The Rave",ADVANCED,STD,8.8,8+,Revive The Rave.png
"高気圧ねこロック",ADVANCED,STD,8.8,8+,高気圧ねこロック.png
"VERTeX",ADVANCED,STD,8.8,8+,VERTeX.png
"Apollo",ADVANCED,DX,8.8,8+,Apollo.png
"YURUSHITE",ADVANCED,DX,8.8,8+,YURUSHITE.png
"脳天直撃",ADVANCED,DX,8.8,8+,脳天直撃.png
"蜘蛛の糸",ADVANCED,DX,8.8,8+,蜘蛛の糸.png
"閃鋼のブリューナク",ADVANCED,STD,8.8,8+,閃鋼のブリューナク.png
"スピカの天秤",ADVANCED,DX,8.8,8+,スピカの天秤.png
"宛城、炎上！！",ADVANCED,DX,8.8,8+,宛城、炎上！！.png
"Xevel",ADVANCED,STD,8.8,8+,Xevel.png
"お願いマッスル",EXP,DX,8.9,8+,お願いマッスル.png
"DO RORO DERODERO ON DO RORO",ADVANCED,STD,8.9,8+,DO RORO DERODERO ON DO RORO.png
"SHOW TIME",EXP,STD,8.9,8+,SHOW TIME.png
"Sun Dance",EXP,STD,8.9,8+,Sun Dance.png
"Valsqotch",ADVANCED,DX,8.9,8+,Valsqotch.png
"otorii INNOVATED -[i]3-",ADVANCED,DX,8.9,8+,otorii INNOVATED -[i]3-.png
"The wheel to the right",ADVANCED,STD,8.9,8+,The wheel to the right.png
"前前前世",EXP,STD,9.0,9,前前前世.png
"タケモトピアノCMソング",EXP,DX,9.0,9,タケモトピアノCMソング.png
"ももいろの鍵",EXP,DX,9.0,9,ももいろの鍵.png
"ゆりかご",EXP,DX,9.0,9,ゆりかご.png
"自傷無色",EXP,DX,9.0,9,自傷無色.png
"1000年生きてる",EXP,DX,9.0,9,1000年生きてる.png
"アルティメットセンパイ",EXP,DX,9.0,9,アルティメットセンパイ.png
"腐れ外道とチョコレゐト",ADVANCED,STD,9.0,9,腐れ外道とチョコレゐト.png
"ベノム",EXP,DX,9.0,9,ベノム.png
"EYE",EXP,DX,9.0,9,EYE.png
"＊ハロー、プラネット。",EXP,DX,9.0,9,＊ハロー、プラネット。.png
"アスノヨゾラ哨戒班",EXP,DX,9.0,9,アスノヨゾラ哨戒班.png
"ただ選択があった",EXP,DX,9.0,9,ただ選択があった.png
"雨とペトラ",EXP,DX,9.0,9,雨とペトラ.png
"CocktaiL",EXP,DX,9.0,9,CocktaiL.png
"shake it!",EXP,STD,9.0,9,shake it!.png
"Re:Unknown X",ADVANCED,DX,9.0,9,Re:Unknown X.png
"色は匂へど散りぬるを",EXP,DX,9.0,9,色は匂へど散りぬるを.png
"絡繰りドール",EXP,DX,9.0,9,絡繰りドール.png
"Witches night",EXP,DX,9.0,9,Witches night.png
"""Good Bye, Mr. Jack""",ADVANCED,STD,9.0,9,"Good Bye, Mr. Jack.png"
"Jack-the-Ripper◆",ADVANCED,STD,9.0,9,Jack-the-Ripper◆.png
"ouroboros -twin stroke of the end-",ADVANCED,DX,9.0,9,ouroboros -twin stroke of the end-.png
